ProductVariety,MarketingSpend,CustomerFootfall,StoreSize,EmployeeEfficiency,StoreAge,CompetitorDistance,PromotionsCount,EconomicIndicator,StoreLocation,StoreCategory,MonthlySalesRevenue,CRPV,LTV,Estimated Expense
497,22,2062,66,51,28,7,5,99.5,San Francisco,Grocery,189.48,0.091891368,113.688,189.3881086
617,26,1573,488,73.8,20,11,5,93.6,Los Angeles,Electronics,370.94,0.23581691,222.564,370.7041831
727,31,1136,202,90.9,16,12,6,97,Los Angeles,Grocery,387.67,0.341258803,232.602,387.3287412
381,26,1732,134,93.4,7,14,6,98.3,Sacramento,Grocery,188.08,0.108591224,112.848,187.9714088
374,8,1083,250,71.3,24,6,3,123.4,San Francisco,Clothing,257.47,0.237737765,154.482,257.2322622
448,15,2338,287,70.9,9,11,4,105.1,Palo Alto,Grocery,320.81,0.137215569,192.486,320.6727844
497,47,2440,375,92.3,4,5,7,80,San Francisco,Grocery,321.77,0.131872951,193.062,321.638127
465,49,2983,367,50,19,10,7,98.2,Sacramento,Grocery,277.21,0.092929936,166.326,277.1170701
355,9,2179,242,67.1,24,8,3,90.4,Sacramento,Electronics,265.09,0.121656723,159.054,264.9683433
542,27,540,223,63.8,23,9,5,118.8,Sacramento,Electronics,308.75,0.571759259,185.25,308.1782407
692,26,1429,478,94,3,6,5,101.2,Palo Alto,Grocery,400.43,0.280216935,240.258,400.1497831
434,36,1348,421,70.4,3,14,7,94.2,San Francisco,Clothing,358.37,0.265853116,215.022,358.1041469
407,28,1681,383,56.9,17,13,5,102.9,Sacramento,Clothing,274.94,0.163557406,164.964,274.7764426
532,50,2254,430,75.5,10,15,7,76,Los Angeles,Clothing,395.45,0.175443656,237.27,395.2745563
562,47,1547,365,60.6,2,8,7,89.9,Sacramento,Grocery,366.1,0.236651584,219.66,365.8633484
606,11,2756,209,93.6,14,8,4,116.6,Palo Alto,Electronics,279.56,0.101436865,167.736,279.4585631
673,34,2129,259,94.7,8,9,7,100.3,San Francisco,Grocery,339.77,0.159591357,203.862,339.6104086
273,14,1373,373,90,24,10,5,114.4,Palo Alto,Grocery,234.15,0.170538966,140.49,233.979461
321,39,2434,230,79.4,15,7,7,96,Palo Alto,Clothing,216.23,0.088837305,129.738,216.1411627
504,33,2180,391,70.3,6,12,6,86.6,Sacramento,Grocery,309.87,0.142142202,185.922,309.7278578
461,35,1638,199,65.6,18,10,6,84.4,San Francisco,Electronics,275.1,0.167948718,165.06,274.9320513
666,26,1850,257,58,19,8,5,96.7,Palo Alto,Electronics,350.72,0.189578378,210.432,350.5304216
686,34,1736,489,51.8,8,8,6,94.1,San Francisco,Grocery,406.82,0.234343318,244.092,406.5856567
341,12,2364,344,58.7,28,14,5,110,San Francisco,Electronics,281.47,0.119065144,168.882,281.3509349
461,30,2281,483,72.9,6,11,5,123.3,San Francisco,Clothing,384.91,0.168746164,230.946,384.7412538
596,24,2743,157,87,30,9,5,75.2,San Francisco,Electronics,346.77,0.126419978,208.062,346.64358
596,14,1229,311,85.2,18,13,4,94.3,Los Angeles,Electronics,323.54,0.263254679,194.124,323.2767453
275,45,2606,397,79,12,8,8,105.6,Palo Alto,Grocery,278.44,0.106845741,167.064,278.3331543
694,12,2668,51,83,21,13,3,94.1,Palo Alto,Clothing,335.76,0.125847076,201.456,335.6341529
509,17,2374,120,94.3,1,7,4,96.1,San Francisco,Clothing,236.31,0.099540859,141.786,236.2104591
499,35,1405,198,51.8,17,1,7,77.6,San Francisco,Clothing,299.42,0.21311032,179.652,299.2068897
499,19,2300,186,57.3,23,11,5,85.1,Sacramento,Clothing,271.33,0.117969565,162.798,271.2120304
492,25,1844,86,64.3,23,9,5,113.1,San Francisco,Clothing,260.85,0.141458785,156.51,260.7085412
788,33,1754,221,52.3,26,12,6,108,Los Angeles,Clothing,337.01,0.19213797,202.206,336.817862
713,33,2563,221,59.2,11,1,7,109.9,Los Angeles,Grocery,318.09,0.124108467,190.854,317.9658915
916,25,2490,440,51.6,21,9,5,109.2,Sacramento,Electronics,430.08,0.172722892,258.048,429.9072771
367,10,2542,269,84.6,19,9,4,90.5,San Francisco,Electronics,227.89,0.089649882,136.734,227.8003501
521,22,2552,471,94.4,15,11,6,60.8,Palo Alto,Grocery,403.89,0.158264107,242.334,403.7317359
492,50,2177,394,60.6,29,9,8,96.8,San Francisco,Clothing,287.83,0.132214056,172.698,287.6977859
386,41,1857,64,64.7,22,16,7,87.3,San Francisco,Clothing,199.3,0.10732364,119.58,199.1926764
366,50,1793,103,91.9,8,10,8,76,San Francisco,Electronics,202.62,0.113006135,121.572,202.5069939
472,20,1892,370,78.5,27,13,5,105.4,San Francisco,Electronics,295.1,0.155972516,177.06,294.9440275
432,30,1875,217,94.1,9,14,6,97,Los Angeles,Grocery,240.4,0.128213333,144.24,240.2717867
520,36,1307,446,60.3,27,14,6,86.8,Palo Alto,Electronics,348.62,0.266732976,209.172,348.353267
576,32,2045,122,57.1,23,11,6,98.6,Palo Alto,Clothing,243.55,0.119095355,146.13,243.4309046
629,50,2236,456,65.4,5,3,8,118.7,Sacramento,Electronics,342.74,0.153282648,205.644,342.5867174
691,21,2134,311,56.3,22,8,4,93.1,Palo Alto,Grocery,390.03,0.182769447,234.018,389.8472306
541,42,1613,198,74.7,6,11,7,79,Sacramento,Clothing,291.29,0.180588965,174.774,291.109411
507,16,2126,83,65.7,19,3,5,106.8,Los Angeles,Clothing,232.63,0.109421449,139.578,232.5205786
703,45,1860,362,71.1,16,14,7,74.7,Sacramento,Electronics,394.61,0.212155914,236.766,394.3978441
606,21,2429,55,50.4,26,12,5,102.4,Sacramento,Electronics,264.97,0.109086044,158.982,264.860914
338,41,1582,295,80.6,22,9,7,82.3,San Francisco,Clothing,266.76,0.168621997,160.056,266.591378
468,31,2753,60,90.4,2,12,6,123.6,Los Angeles,Clothing,211.54,0.076839811,126.924,211.4631602
571,19,2412,405,72.6,22,11,5,85,Los Angeles,Grocery,376.63,0.156148425,225.978,376.4738516
502,22,1904,471,56.3,30,15,5,74.6,Palo Alto,Clothing,317.09,0.166538866,190.254,316.9234611
764,49,1540,491,73.3,1,9,7,99.8,Palo Alto,Grocery,415.6,0.26987013,249.36,415.3301299
638,34,3111,222,73,11,10,6,114.1,Los Angeles,Clothing,282.79,0.090900032,169.674,282.6991
449,32,1991,60,52.3,17,4,6,131.6,Los Angeles,Grocery,191.46,0.096162732,114.876,191.3638373
338,23,1625,79,67.7,17,10,5,111.3,Los Angeles,Electronics,162.11,0.09976,97.266,162.01024
567,13,1793,329,71.7,22,12,5,82,Los Angeles,Electronics,370.18,0.20645845,222.108,369.9735416
423,21,1277,270,65.6,20,10,5,111.1,Palo Alto,Electronics,278.99,0.218472984,167.394,278.771527
589,22,2193,174,66.6,19,3,5,111.2,San Francisco,Grocery,269.45,0.122868217,161.67,269.3271318
498,36,2273,87,59,25,6,6,96.1,Palo Alto,Clothing,257.23,0.11316762,154.338,257.1168324
310,32,1538,118,94.9,3,6,6,105,Sacramento,Grocery,162.95,0.105949285,97.77,162.8440507
704,27,1891,146,58.3,11,5,5,107.9,Palo Alto,Grocery,310.29,0.164087784,186.174,310.1259122
625,24,1983,238,60.9,11,16,5,98.3,Sacramento,Electronics,327.96,0.165385779,196.776,327.7946142
747,28,1783,403,77.9,7,4,6,101.6,Sacramento,Grocery,383.43,0.215047672,230.058,383.2149523
388,24,2108,336,80.4,28,8,5,102.8,San Francisco,Grocery,254.07,0.120526565,152.442,253.9494734
631,43,2336,122,83,24,13,8,127.7,Palo Alto,Clothing,332.07,0.142153253,199.242,331.9278467
454,13,1128,488,58,30,14,5,110.4,Los Angeles,Grocery,386.02,0.342216312,231.612,385.6777837
308,37,2033,247,59.1,3,12,7,82.2,Palo Alto,Grocery,263.84,0.129778652,158.304,263.7102213
568,18,2542,496,64.4,4,11,4,93.2,Los Angeles,Grocery,422.24,0.166105429,253.344,422.0738946
649,31,1358,248,56.8,1,14,6,88.8,Los Angeles,Electronics,324.37,0.238858616,194.622,324.1311414
414,49,1952,230,53.5,1,5,8,116.2,Los Angeles,Electronics,268.32,0.137459016,160.992,268.182541
804,11,1505,363,59,2,8,4,103.5,San Francisco,Clothing,389.15,0.258571429,233.49,388.8914286
466,21,1437,306,80.4,1,6,5,96.6,Sacramento,Clothing,334.29,0.23263048,200.574,334.0573695
441,13,1732,268,66.9,16,6,3,105.2,Los Angeles,Electronics,251.57,0.145248268,150.942,251.4247517
563,34,2304,315,85.4,9,7,6,81.9,Palo Alto,Clothing,318.2,0.138107639,190.92,318.0618924
717,16,1254,493,75,18,8,4,82.5,Los Angeles,Electronics,426.62,0.340207337,255.972,426.2797927
475,33,1866,216,83.3,21,13,6,114.4,San Francisco,Electronics,285.01,0.152738478,171.006,284.8572615
339,48,1984,387,64.1,23,10,7,95.4,Los Angeles,Grocery,242.27,0.122111895,145.362,242.1478881
595,36,2081,379,79.7,1,7,6,112.4,San Francisco,Grocery,375.54,0.180461317,225.324,375.3595387
455,8,2251,359,93.8,30,8,4,90.7,San Francisco,Grocery,291.09,0.12931586,174.654,290.9606841
771,32,1843,312,89.1,8,11,6,116.9,Palo Alto,Electronics,363.2,0.197069995,217.92,363.00293
656,34,2947,120,84.4,20,9,7,114.5,Sacramento,Clothing,274.07,0.092999661,164.442,273.9770003
416,31,1658,337,65.3,2,7,5,104.9,Sacramento,Electronics,334.35,0.201658625,200.61,334.1483414
698,31,2112,239,83.8,30,11,7,98.8,Palo Alto,Electronics,303.1,0.143513258,181.86,302.9564867
525,17,2167,423,66,11,13,4,126.7,Los Angeles,Electronics,348.18,0.160673743,208.908,348.0193263
386,43,1485,441,55.5,11,7,8,89.8,Los Angeles,Electronics,331.69,0.223360269,199.014,331.4666397
525,37,1834,114,69.7,5,14,7,94.5,Los Angeles,Electronics,294.35,0.160496183,176.61,294.1895038
525,27,2001,269,67.8,23,9,6,106.2,San Francisco,Electronics,271.42,0.135642179,162.852,271.2843578
688,13,1775,355,61.7,17,12,4,125.3,Sacramento,Grocery,344.69,0.194191549,206.814,344.4958085
431,17,2376,131,90.4,4,12,5,102.3,Los Angeles,Clothing,242.19,0.101931818,145.314,242.0880682
739,22,2175,200,56.6,14,5,5,104.2,Palo Alto,Clothing,352.95,0.162275862,211.77,352.7877241
505,32,1883,399,83.8,9,9,6,86.8,Los Angeles,Clothing,328.91,0.174673394,197.346,328.7353266
709,25,2114,265,64.6,6,10,5,95.2,San Francisco,Clothing,352.22,0.166613056,211.332,352.0533869
723,23,1397,458,83.1,25,8,5,99.8,Los Angeles,Grocery,438.81,0.314108805,263.286,438.4958912
472,32,1166,142,71.1,28,11,6,95.7,San Francisco,Grocery,268.57,0.230334477,161.142,268.3396655
367,47,2345,350,73.6,26,5,7,104.4,San Francisco,Grocery,328.62,0.140136461,197.172,328.4798635
566,47,1732,447,86.3,28,5,8,107.7,Los Angeles,Electronics,381.34,0.22017321,228.804,381.1198268
483,25,2331,398,54,5,9,6,83.5,Sacramento,Clothing,338.97,0.145418275,203.382,338.8245817
638,36,2338,149,63.8,1,12,6,117.3,San Francisco,Electronics,280.17,0.119833191,168.102,280.0501668
599,19,2029,72,75,14,9,5,91.5,Sacramento,Clothing,225.37,0.111074421,135.222,225.2589256
422,26,1902,400,74.7,20,7,5,90.2,Sacramento,Clothing,312.01,0.164043113,187.206,311.8459569
406,35,1839,439,56.9,6,12,6,81.9,Sacramento,Electronics,305.04,0.165872757,183.024,304.8741272
502,49,1935,255,88.5,25,6,8,107.9,Sacramento,Grocery,270.55,0.139819121,162.33,270.4101809
463,15,1918,102,59.1,8,7,4,99.2,Palo Alto,Grocery,205.12,0.106944734,123.072,205.0130553
550,21,1405,331,70.3,26,7,4,89.9,San Francisco,Electronics,324.29,0.230811388,194.574,324.0591886
611,16,2088,458,67,22,14,4,100.8,San Francisco,Clothing,356.17,0.170579502,213.702,355.9994205
680,34,2285,341,75.4,4,8,6,125.1,Los Angeles,Electronics,418.1,0.18297593,250.86,417.9170241
443,20,1796,232,75.1,23,6,5,63.5,Sacramento,Electronics,262.34,0.146069042,157.404,262.193931
560,33,1849,241,73.3,16,14,7,106.6,Palo Alto,Grocery,342.35,0.185154137,205.41,342.1648459
513,14,2611,285,52.7,10,9,4,112.4,Sacramento,Grocery,324.62,0.124327844,194.772,324.4956722
718,43,2233,112,58.2,7,8,7,85.5,San Francisco,Electronics,353.75,0.158419167,212.25,353.5915808
613,18,1343,256,82.5,17,6,5,107.2,San Francisco,Clothing,368.41,0.27431869,221.046,368.1356813
348,39,1990,496,67.6,14,12,6,89.4,Los Angeles,Clothing,312.76,0.157165829,187.656,312.6028342
396,44,1838,469,73,6,8,7,89.9,Sacramento,Clothing,294.26,0.160097933,176.556,294.0999021
504,31,1637,362,55.2,27,7,6,98.8,San Francisco,Grocery,325.23,0.198674404,195.138,325.0313256
435,35,2546,429,83.9,5,10,6,94.4,Sacramento,Electronics,377.42,0.148240377,226.452,377.2717596
620,17,2150,449,56,6,13,5,112.7,Sacramento,Grocery,341.57,0.158869767,204.942,341.4111302
557,47,1906,180,55.6,16,4,7,83.4,Sacramento,Electronics,327.69,0.171925498,196.614,327.5180745
370,45,2743,469,79.9,22,10,7,91.8,Sacramento,Grocery,316.71,0.115461174,190.026,316.5945388
854,31,2377,459,67.9,29,7,7,101.8,Palo Alto,Electronics,423.53,0.178178376,254.118,423.3518216
321,13,1756,380,51.6,12,13,4,112.3,San Francisco,Clothing,299.33,0.170461276,179.598,299.1595387
601,21,1167,321,90.5,10,11,5,98.1,Sacramento,Clothing,346.31,0.296752356,207.786,346.0132476
355,22,2158,225,91.6,8,6,6,98.1,Los Angeles,Electronics,293.17,0.135852641,175.902,293.0341474
349,14,1879,224,54.8,19,14,4,94.5,San Francisco,Clothing,225.02,0.119755189,135.012,224.9002448
609,10,2575,254,90.7,28,15,3,103.4,Los Angeles,Grocery,364.64,0.141607767,218.784,364.4983922
529,5,1390,283,54.1,6,14,3,106.2,San Francisco,Grocery,296.74,0.213482014,178.044,296.526518
667,10,2350,253,77,28,9,4,100.3,Los Angeles,Electronics,321.37,0.136753191,192.822,321.2332468
543,6,1054,89,73.7,2,14,3,100.1,Los Angeles,Grocery,226.01,0.21443074,135.606,225.7955693
420,10,2534,350,51.5,15,11,4,104.9,Sacramento,Grocery,259.54,0.102423047,155.724,259.437577
676,28,977,137,54.1,10,8,5,69.8,San Francisco,Clothing,341.45,0.349488229,204.87,341.1005118
481,44,1755,52,74.1,17,9,7,113.1,Palo Alto,Clothing,266.15,0.151652422,159.69,265.9983476
357,23,2416,262,75.1,20,8,4,85.8,San Francisco,Grocery,206.16,0.085331126,123.696,206.0746689
509,26,1885,425,64.6,15,8,6,80.5,San Francisco,Electronics,376.08,0.199511936,225.648,375.8804881
414,31,1274,300,81.7,20,3,7,119.8,Palo Alto,Clothing,268.4,0.210675039,161.04,268.189325
591,49,1919,281,78.4,20,6,7,101.5,San Francisco,Clothing,335.48,0.174820219,201.288,335.3051798
471,11,1448,414,83.9,22,9,4,90.9,Los Angeles,Grocery,303.41,0.209537293,182.046,303.2004627
658,21,1371,357,60.3,21,7,5,79.8,Palo Alto,Grocery,368.24,0.268592268,220.944,367.9714077
456,50,2256,441,71.6,14,11,8,88.4,Palo Alto,Grocery,368.98,0.163554965,221.388,368.816445
283,41,2478,74,53.9,10,9,6,93.1,Sacramento,Clothing,140.6,0.056739306,84.36,140.5432607
599,30,2328,130,63.7,10,17,7,97.2,Sacramento,Grocery,265.76,0.114158076,159.456,265.6458419
400,47,1265,303,72,14,11,8,83.4,Los Angeles,Electronics,272.14,0.215130435,163.284,271.9248696
762,18,1510,475,52.8,16,7,5,107.1,San Francisco,Grocery,479.27,0.317397351,287.562,478.9526026
521,5,1648,467,68.4,24,13,4,80.8,Los Angeles,Grocery,363.26,0.220424757,217.956,363.0395752
374,22,1832,446,82.6,23,15,5,102.7,Los Angeles,Clothing,276.47,0.150911572,165.882,276.3190884
617,46,1193,400,77.8,30,9,7,85.9,Sacramento,Electronics,327.08,0.274165968,196.248,326.805834
566,48,2189,208,73.1,12,6,8,83.6,San Francisco,Clothing,336.64,0.153787117,201.984,336.4862129
432,24,2188,59,69.9,30,11,6,88.1,Palo Alto,Clothing,249.56,0.114058501,149.736,249.4459415
443,31,2079,290,63.7,19,12,6,84.2,San Francisco,Clothing,302.74,0.145618086,181.644,302.5943819
539,10,1062,145,70.6,9,9,3,101.8,San Francisco,Clothing,262.91,0.247561205,157.746,262.6624388
565,43,1426,492,80.4,30,8,7,121.8,San Francisco,Clothing,399.56,0.280196353,239.736,399.2798036
147,37,1799,166,94.6,25,17,6,73.2,San Francisco,Clothing,195.55,0.108699277,117.33,195.4413007
150,27,1968,320,92.7,13,10,5,93.8,Los Angeles,Clothing,172.99,0.087901423,103.794,172.9020986
438,13,1738,406,86.6,7,13,5,105.1,Palo Alto,Electronics,310.37,0.178578826,186.222,310.1914212
359,25,1769,60,90.6,16,9,5,93.6,Palo Alto,Grocery,191.94,0.108501979,115.164,191.831498
458,22,2141,251,81.5,3,7,5,91.7,Sacramento,Grocery,288.86,0.134918262,173.316,288.7250817
531,18,2232,414,54.9,25,12,5,89.6,Palo Alto,Clothing,332.96,0.149175627,199.776,332.8108244
839,10,2545,280,80.7,23,16,4,97.4,Sacramento,Clothing,398.45,0.156561886,239.07,398.2934381
100,9,1854,473,54.2,12,12,4,101.8,Palo Alto,Grocery,221.47,0.119455232,132.882,221.3505448
298,10,2329,279,66.9,23,10,4,94.2,Sacramento,Grocery,275.58,0.118325462,165.348,275.4616745
235,10,1743,279,73.8,8,12,4,95.8,Sacramento,Electronics,186.77,0.107154332,112.062,186.6628457
507,10,2506,376,86.5,10,12,3,98.8,San Francisco,Clothing,361.79,0.144369513,217.074,361.6456305
423,32,1730,327,54.2,16,6,6,120,Los Angeles,Clothing,319.08,0.184439306,191.448,318.8955607
567,44,1736,78,64,12,9,7,105.7,Los Angeles,Electronics,230.17,0.132586406,138.102,230.0374136
368,19,1997,123,55,4,10,5,127.2,Palo Alto,Grocery,258.97,0.129679519,155.382,258.8403205
600,26,1868,451,54.6,10,8,6,122.9,Palo Alto,Grocery,341.5,0.182815846,204.9,341.3171842
422,27,2374,161,61.5,4,8,5,107.8,Los Angeles,Grocery,220.43,0.092851727,132.258,220.3371483
745,49,1902,307,68.4,15,7,7,95.4,Palo Alto,Electronics,346.81,0.182339642,208.086,346.6276604
654,15,1885,153,84,28,8,4,84.9,Sacramento,Electronics,276.46,0.14666313,165.876,276.3133369
284,21,1333,382,50.2,16,8,5,122,Sacramento,Clothing,220.86,0.165686422,132.516,220.6943136
631,9,2937,180,71.7,20,9,3,81.3,Los Angeles,Grocery,272.45,0.092764726,163.47,272.3572353
433,34,2247,392,55.3,24,9,6,105.1,Palo Alto,Clothing,340.91,0.151717846,204.546,340.7582822
357,34,953,320,63.8,16,13,6,92.6,Palo Alto,Electronics,246.54,0.258698846,147.924,246.2813012
490,47,1213,329,62,8,11,8,129.2,Sacramento,Grocery,264.18,0.217790602,158.508,263.9622094
456,21,1921,214,52.9,22,2,4,102.6,Palo Alto,Grocery,305.49,0.159026549,183.294,305.3309735
615,5,1627,493,58.4,19,14,3,123.3,Sacramento,Clothing,356.23,0.218948986,213.738,356.011051
548,26,2183,185,82.7,29,12,5,98.4,Sacramento,Clothing,246.74,0.113027943,148.044,246.6269721
116,46,1125,425,67.8,25,9,7,66.6,San Francisco,Grocery,241.24,0.214435556,144.744,241.0255644
303,7,2706,398,73.2,18,15,4,70.2,Los Angeles,Clothing,264.29,0.097668145,158.574,264.1923319
446,39,2389,292,55.5,8,13,7,89.4,Los Angeles,Electronics,306.26,0.128195898,183.756,306.1318041
364,43,1888,358,84.1,17,7,7,82.9,Palo Alto,Clothing,254.14,0.134608051,152.484,254.0053919
553,25,1515,378,56.2,17,10,5,102.8,Palo Alto,Grocery,319.47,0.210871287,191.682,319.2591287
500,10,2972,109,55.8,28,12,4,119.9,Los Angeles,Clothing,281.79,0.094814939,169.074,281.6951851
553,45,2656,69,59.8,11,11,8,128.3,Palo Alto,Electronics,265.63,0.100011295,159.378,265.5299887
650,39,1770,388,68.1,10,13,7,93,San Francisco,Clothing,360.25,0.203531073,216.15,360.0464689
776,20,2543,310,51.8,23,10,4,102.5,Sacramento,Clothing,360.57,0.141789225,216.342,360.4282108
120,36,1524,129,66,13,13,6,92.8,Los Angeles,Grocery,184.14,0.120826772,110.484,184.0191732
471,38,2332,484,67.1,12,9,6,92.9,Palo Alto,Electronics,365.67,0.156805317,219.402,365.5131947
371,6,2428,397,59.4,17,9,3,123.6,Los Angeles,Grocery,277.26,0.114192751,166.356,277.1458072
379,10,2516,306,70.7,18,4,4,90.8,San Francisco,Electronics,298.9,0.118799682,179.34,298.7812003
192,5,1314,334,79,26,17,3,93.8,Sacramento,Electronics,209.84,0.159695586,125.904,209.6803044
426,10,2309,304,56.9,17,10,3,86.7,San Francisco,Clothing,252.06,0.10916414,151.236,251.9508359
263,6,630,140,53.6,22,16,4,86.4,San Francisco,Electronics,218.39,0.346650794,131.034,218.0433492
436,47,1673,73,56.2,13,7,7,88.1,Palo Alto,Electronics,174.98,0.104590556,104.988,174.8754094
431,28,3264,188,79,30,9,6,107.9,Sacramento,Grocery,255.73,0.078348652,153.438,255.6516513
495,36,2279,225,78.7,15,13,7,96,Sacramento,Electronics,316.1,0.138701185,189.66,315.9612988
544,23,2372,314,55.1,10,9,5,115.6,Los Angeles,Electronics,365.33,0.154017707,219.198,365.1759823
779,26,1851,477,89.5,5,9,5,111.4,Sacramento,Clothing,471.58,0.254770394,282.948,471.3252296
591,31,1163,351,61.6,10,6,6,103.2,Sacramento,Grocery,324.32,0.278865004,194.592,324.041135
358,49,1885,332,58.3,10,8,8,88.3,Sacramento,Grocery,268.47,0.142424403,161.082,268.3275756
667,11,1384,465,63.8,12,10,4,124.7,Palo Alto,Electronics,365.09,0.263793353,219.054,364.8262066
420,21,1291,408,85.2,11,8,4,111,San Francisco,Electronics,337.74,0.261611154,202.644,337.4783888
391,13,1653,370,71.8,25,8,4,136.9,Sacramento,Grocery,253.82,0.153551119,152.292,253.6664489
519,34,2229,418,90.3,18,9,6,98.9,Los Angeles,Electronics,375.53,0.168474652,225.318,375.3615253
549,31,1512,352,75.4,10,11,5,106.5,Sacramento,Clothing,372.23,0.246183862,223.338,371.9838161
334,48,1989,75,83.7,14,8,8,95.3,Palo Alto,Grocery,238.91,0.120115636,143.346,238.7898844
651,19,2106,246,64.5,16,12,4,121.5,San Francisco,Clothing,346.05,0.164316239,207.63,345.8856838
535,43,2180,189,73,22,9,7,107.3,San Francisco,Electronics,277.97,0.127509174,166.782,277.8424908
556,22,1797,497,62.5,13,4,5,89.9,San Francisco,Grocery,407.3,0.226655537,244.38,407.0733445
638,39,1940,122,82.5,28,13,7,110.5,Palo Alto,Clothing,317.01,0.163407216,190.206,316.8465928
582,41,1160,381,77.7,10,11,6,108.8,Sacramento,Grocery,313.68,0.270413793,188.208,313.4095862
360,31,1569,439,70.1,11,9,6,132.9,Sacramento,Grocery,261.25,0.16650733,156.75,261.0834927
375,39,1389,219,63.9,1,9,6,121,Los Angeles,Clothing,280.25,0.201763859,168.15,280.0482361
483,17,2099,75,70.8,20,17,5,93,Los Angeles,Grocery,244.13,0.116307766,146.478,244.0136922
507,6,2225,421,80.6,12,15,4,107.9,Sacramento,Grocery,380.03,0.1708,228.018,379.8592
662,45,2619,95,94.8,6,11,7,113.2,Sacramento,Grocery,321.36,0.122703322,192.816,321.2372967
483,27,1935,371,72.7,2,10,6,68.6,San Francisco,Grocery,302.37,0.156263566,181.422,302.2137364
368,20,2514,335,86.8,18,10,5,96.4,San Francisco,Electronics,287.38,0.114311854,172.428,287.2656881
205,33,2564,441,90.8,27,6,6,81.4,Sacramento,Grocery,279.12,0.108861154,167.472,279.0111388
394,30,1501,180,81.7,15,13,6,77.1,Los Angeles,Grocery,287.94,0.191832112,172.764,287.7481679
381,48,2005,258,84.3,1,11,8,109.4,Sacramento,Electronics,287.94,0.143610973,172.764,287.796389
546,40,2244,124,65,29,14,6,121.2,Palo Alto,Electronics,225.87,0.10065508,135.522,225.7693449
235,46,2394,195,58.8,10,8,7,83.3,San Francisco,Electronics,172.45,0.072034252,103.47,172.3779657
512,10,2289,330,91.8,12,10,4,71.2,Palo Alto,Electronics,354.11,0.154700743,212.466,353.9552993
493,10,1704,331,53.7,27,13,3,77.7,Palo Alto,Clothing,267.63,0.157059859,160.578,267.4729401
770,10,2454,427,66.4,29,13,4,84.3,Sacramento,Grocery,443.35,0.180664222,266.01,443.1693358
600,32,1691,379,79.1,6,7,5,103.3,San Francisco,Grocery,386.7,0.228681254,232.02,386.4713187
320,44,1698,129,88.9,2,10,7,93.3,Palo Alto,Clothing,197,0.116018846,118.2,196.8839812
237,27,1155,53,55.2,16,7,6,109.5,San Francisco,Electronics,191.32,0.165645022,114.792,191.154355
369,26,1834,51,79.5,30,9,5,104.4,San Francisco,Electronics,177.65,0.096864776,106.59,177.5531352
347,35,1768,90,61.7,16,14,7,98.9,San Francisco,Grocery,169.02,0.095599548,101.412,168.9244005
459,49,1868,358,93.3,5,8,8,76.4,San Francisco,Clothing,275.14,0.147291221,165.084,274.9927088
418,15,1851,204,63.9,17,9,5,114.7,Los Angeles,Clothing,235.04,0.126980011,141.024,234.91302
717,29,2178,312,50.5,27,14,5,107.9,Palo Alto,Clothing,348.81,0.160151515,209.286,348.6498485
562,16,2022,109,71.9,1,6,5,117.6,San Francisco,Electronics,249.54,0.123412463,149.724,249.4165875
362,42,1643,322,55.5,5,17,7,96.4,Sacramento,Clothing,250.55,0.152495435,150.33,250.3975046
257,35,1923,91,75.5,16,10,6,102,San Francisco,Clothing,202.67,0.105392616,121.602,202.5646074
445,48,1973,100,73.7,9,8,7,88.2,Los Angeles,Clothing,236.74,0.119989863,142.044,236.6200101
407,23,2535,436,64.6,22,11,5,113.2,Palo Alto,Clothing,352.86,0.139195266,211.716,352.7208047
385,5,1582,93,83.3,8,1,4,104.5,Palo Alto,Grocery,166.21,0.105063211,99.726,166.1049368
278,26,2148,237,62.6,18,13,6,83.5,Palo Alto,Grocery,268.99,0.125228119,161.394,268.8647719
481,46,901,476,92.7,15,10,7,107.5,Los Angeles,Electronics,338.29,0.375460599,202.974,337.9145394
333,44,1767,120,77.9,16,10,7,104.1,San Francisco,Electronics,183.55,0.103876627,110.13,183.4461234
628,39,2346,343,80.4,28,15,7,121,Palo Alto,Clothing,375.08,0.159880648,225.048,374.9201194
548,43,1854,410,64,6,8,7,112.9,San Francisco,Grocery,386.07,0.208236246,231.642,385.8617638
569,17,2083,100,60.8,15,4,5,85.1,San Francisco,Clothing,234.47,0.11256361,140.682,234.3574364
738,10,2812,161,80.7,17,12,3,103.3,San Francisco,Grocery,367.6,0.130725462,220.56,367.4692745
291,45,2585,121,84.7,1,12,7,105.7,San Francisco,Clothing,174.99,0.067694391,104.994,174.9223056
676,31,2295,110,72.8,8,9,5,119.6,Los Angeles,Grocery,278.29,0.121259259,166.974,278.1687407
466,20,2487,361,76.8,13,11,5,89.7,Palo Alto,Grocery,281.8,0.113309208,169.08,281.6866908
481,36,1470,180,90.9,3,15,7,138,San Francisco,Electronics,280.05,0.190510204,168.03,279.8594898
485,30,1473,206,71.7,10,13,5,119.4,Sacramento,Clothing,280.34,0.190319077,168.204,280.1496809
554,6,2382,448,84.4,7,10,4,104.6,San Francisco,Electronics,392.98,0.164979009,235.788,392.815021
650,40,2225,149,55,24,14,7,110.6,Los Angeles,Grocery,268.68,0.120755056,161.208,268.5592449
558,35,2670,178,63.3,2,14,7,114.4,Palo Alto,Clothing,261.68,0.098007491,157.008,261.5819925
